"x","y"
856504.651214011,7664508.22228844
794504.651214011,7602508.22228844
274504.651214014,7574508.22228844
733504.651214012,7761508.22228844
743504.651214012,7505508.22228844
962504.651214011,7655508.22228844
451504.651214013,7587508.22228844
860504.651214011,7407508.22228844
527504.651214013,7414508.22228844
548504.651214012,7527508.22228844
927504.651214011,7514508.22228844
694504.651214012,7611508.22228844
305504.651214014,7562508.22228844
808504.651214011,7773508.22228844
498504.651214013,7586508.22228844
415504.651214013,7471508.22228844
391504.651214013,7480508.22228844
800504.651214011,7628508.22228844
702504.651214012,7517508.22228844
329504.651214013,7525508.22228844
686504.651214012,7669508.22228844
782504.651214011,7624508.22228844
619504.651214012,7598508.22228844
463504.651214013,7600508.22228844
855504.651214011,7698508.22228844
786504.651214011,7779508.22228844
522504.651214013,7514508.22228844
779504.651214011,7455508.22228844
537504.651214013,7552508.22228844
736504.651214012,7619508.22228844
654504.651214012,7700508.22228844
743504.651214012,7427508.22228844
857504.651214011,7422508.22228844
725504.651214012,7746508.22228844
777504.651214011,7599508.22228844
567504.651214012,7688508.22228844
768504.651214011,7644508.22228844
772504.651214011,7644508.22228844
699504.651214012,7494508.22228844
773504.651214011,7592508.22228844
588504.651214012,7437508.22228844
741504.651214012,7546508.22228844
917504.651214011,7530508.22228844
641504.651214012,7744508.22228844
689504.651214012,7575508.22228844
544504.651214012,7517508.22228844
833504.651214011,7687508.22228844
954504.651214011,7673508.22228844
744504.651214012,7506508.22228844
548504.651214012,7522508.22228844
763504.651214011,7428508.22228844
730504.651214012,7764508.22228844
916504.651214011,7404508.22228844
738504.651214012,7574508.22228844
730504.651214012,7611508.22228844
671504.651214012,7453508.22228844
726504.651214012,7688508.22228844
687504.651214012,7656508.22228844
838504.651214011,7551508.22228844
746504.651214012,7741508.22228844
346504.651214013,7536508.22228844
662504.651214012,7639508.22228844
844504.651214011,7762508.22228844
768504.651214011,7598508.22228844
865504.651214011,7748508.22228844
687504.651214012,7529508.22228844
909504.651214011,7614508.22228844
765504.651214011,7698508.22228844
725504.651214012,7511508.22228844
635504.651214012,7542508.22228844
666504.651214012,7679508.22228844
533504.651214013,7603508.22228844
403504.651214013,7559508.22228844
578504.651214012,7547508.22228844
788504.651214011,7745508.22228844
365504.651214013,7567508.22228844
731504.651214012,7626508.22228844
845504.651214011,7616508.22228844
661504.651214012,7495508.22228844
620504.651214012,7515508.22228844
561504.651214012,7612508.22228844
636504.651214012,7531508.22228844
724504.651214012,7677508.22228844
881504.651214011,7450508.22228844
653504.651214012,7721508.22228844
678504.651214012,7474508.22228844
666504.651214012,7522508.22228844
746504.651214012,7648508.22228844
912504.651214011,7644508.22228844
842504.651214011,7411508.22228844
717504.651214012,7576508.22228844
613504.651214012,7507508.22228844
854504.651214011,7658508.22228844
715504.651214012,7607508.22228844
503504.651214013,7515508.22228844
727504.651214012,7560508.22228844
832504.651214011,7436508.22228844
281504.651214014,7526508.22228844
549504.651214012,7588508.22228844
911504.651214011,7641508.22228844
590504.651214012,7714508.22228844
691504.651214012,7515508.22228844
770504.651214011,7439508.22228844
493504.651214013,7596508.22228844
520504.651214013,7496508.22228844
617504.651214012,7629508.22228844
902504.651214011,7474508.22228844
780504.651214011,7722508.22228844
695504.651214012,7702508.22228844
798504.651214011,7574508.22228844
760504.651214011,7599508.22228844
771504.651214011,7560508.22228844
765504.651214011,7551508.22228844
279504.651214014,7562508.22228844
613504.651214012,7714508.22228844
868504.651214011,7404508.22228844
557504.651214012,7461508.22228844
352504.651214013,7538508.22228844
813504.651214011,7396508.22228844
652504.651214012,7522508.22228844
755504.651214011,7494508.22228844
691504.651214012,7695508.22228844
610504.651214012,7436508.22228844
995504.65121401,7641508.22228844
746504.651214012,7559508.22228844
523504.651214013,7618508.22228844
727504.651214012,7624508.22228844
550504.651214012,7633508.22228844
531504.651214013,7463508.22228844
644504.651214012,7716508.22228844
628504.651214012,7539508.22228844
874504.651214011,7650508.22228844
603504.651214012,7667508.22228844
780504.651214011,7527508.22228844
797504.651214011,7631508.22228844
705504.651214012,7683508.22228844
712504.651214012,7491508.22228844
379504.651214013,7622508.22228844
463504.651214013,7547508.22228844
859504.651214011,7659508.22228844
763504.651214011,7442508.22228844
606504.651214012,7493508.22228844
846504.651214011,7423508.22228844
988504.65121401,7461508.22228844
572504.651214012,7526508.22228844
554504.651214012,7543508.22228844
764504.651214011,7498508.22228844
611504.651214012,7587508.22228844
701504.651214012,7485508.22228844
632504.651214012,7736508.22228844
776504.651214011,7555508.22228844
597504.651214012,7425508.22228844
661504.651214012,7714508.22228844
847504.651214011,7595508.22228844
793504.651214011,7488508.22228844
393504.651214013,7614508.22228844
695504.651214012,7594508.22228844
756504.651214011,7655508.22228844
663504.651214012,7678508.22228844
752504.651214011,7542508.22228844
531504.651214013,7583508.22228844
539504.651214013,7533508.22228844
551504.651214012,7398508.22228844
340504.651214013,7588508.22228844
387504.651214013,7555508.22228844
817504.651214011,7489508.22228844
783504.651214011,7532508.22228844
783504.651214011,7649508.22228844
949504.651214011,7416508.22228844
682504.651214012,7736508.22228844
639504.651214012,7707508.22228844
814504.651214011,7600508.22228844
844504.651214011,7491508.22228844
671504.651214012,7663508.22228844
569504.651214012,7585508.22228844
722504.651214012,7654508.22228844
647504.651214012,7720508.22228844
392504.651214013,7598508.22228844
811504.651214011,7711508.22228844
563504.651214012,7451508.22228844
426504.651214013,7621508.22228844
412504.651214013,7607508.22228844
517504.651214013,7458508.22228844
589504.651214012,7656508.22228844
585504.651214012,7462508.22228844
590504.651214012,7571508.22228844
451504.651214013,7551508.22228844
692504.651214012,7605508.22228844
468504.651214013,7626508.22228844
582504.651214012,7670508.22228844
776504.651214011,7414508.22228844
708504.651214012,7722508.22228844
589504.651214012,7544508.22228844
699504.651214012,7369508.22228844
835504.651214011,7760508.22228844
718504.651214012,7606508.22228844
635504.651214012,7689508.22228844
690504.651214012,7397508.22228844
622504.651214012,7465508.22228844
825504.651214011,7687508.22228844
704504.651214012,7672508.22228844
670504.651214012,7703508.22228844
710504.651214012,7643508.22228844
527504.651214013,7422508.22228844
477504.651214013,7638508.22228844
417504.651214013,7548508.22228844
875504.651214011,7387508.22228844
376504.651214013,7550508.22228844
552504.651214012,7565508.22228844
362504.651214013,7594508.22228844
665504.651214012,7672508.22228844
974504.65121401,7540508.22228844
380504.651214013,7500508.22228844
802504.651214011,7455508.22228844
356504.651214013,7568508.22228844
726504.651214012,7745508.22228844
721504.651214012,7515508.22228844
673504.651214012,7583508.22228844
371504.651214013,7619508.22228844
571504.651214012,7483508.22228844
640504.651214012,7600508.22228844
669504.651214012,7728508.22228844
684504.651214012,7646508.22228844
801504.651214011,7754508.22228844
615504.651214012,7727508.22228844
604504.651214012,7416508.22228844
716504.651214012,7603508.22228844
823504.651214011,7381508.22228844
735504.651214012,7620508.22228844
563504.651214012,7564508.22228844
688504.651214012,7726508.22228844
743504.651214012,7500508.22228844
683504.651214012,7753508.22228844
771504.651214011,7534508.22228844
739504.651214012,7508508.22228844
958504.651214011,7415508.22228844
260504.651214014,7468508.22228844
624504.651214012,7417508.22228844
625504.651214012,7538508.22228844
711504.651214012,7683508.22228844
355504.651214013,7564508.22228844
962504.651214011,7643508.22228844
677504.651214012,7627508.22228844
676504.651214012,7537508.22228844
710504.651214012,7625508.22228844
676504.651214012,7548508.22228844
897504.651214011,7747508.22228844
722504.651214012,7484508.22228844
501504.651214013,7650508.22228844
698504.651214012,7422508.22228844
748504.651214011,7585508.22228844
918504.651214011,7476508.22228844
442504.651214013,7513508.22228844
772504.651214011,7601508.22228844
820504.651214011,7429508.22228844
820504.651214011,7628508.22228844
665504.651214012,7467508.22228844
736504.651214012,7788508.22228844
927504.651214011,7374508.22228844
839504.651214011,7717508.22228844
719504.651214012,7788508.22228844
730504.651214012,7541508.22228844
808504.651214011,7468508.22228844
751504.651214011,7490508.22228844
890504.651214011,7681508.22228844
865504.651214011,7387508.22228844
686504.651214012,7507508.22228844
913504.651214011,7559508.22228844
443504.651214013,7548508.22228844
561504.651214012,7463508.22228844
648504.651214012,7701508.22228844
636504.651214012,7537508.22228844
688504.651214012,7435508.22228844
927504.651214011,7440508.22228844
333504.651214013,7567508.22228844
901504.651214011,7623508.22228844
651504.651214012,7714508.22228844
953504.651214011,7584508.22228844
754504.651214011,7523508.22228844
849504.651214011,7405508.22228844
428504.651214013,7628508.22228844
952504.651214011,7541508.22228844
675504.651214012,7640508.22228844
634504.651214012,7572508.22228844
928504.651214011,7649508.22228844
673504.651214012,7636508.22228844
836504.651214011,7547508.22228844
482504.651214013,7584508.22228844
862504.651214011,7455508.22228844
569504.651214012,7567508.22228844
558504.651214012,7490508.22228844
346504.651214013,7610508.22228844
785504.651214011,7498508.22228844
738504.651214012,7733508.22228844
849504.651214011,7531508.22228844
419504.651214013,7575508.22228844
731504.651214012,7629508.22228844
909504.651214011,7679508.22228844
549504.651214012,7660508.22228844
736504.651214012,7715508.22228844
820504.651214011,7757508.22228844
622504.651214012,7478508.22228844
818504.651214011,7762508.22228844
681504.651214012,7452508.22228844
897504.651214011,7637508.22228844
671504.651214012,7457508.22228844
567504.651214012,7512508.22228844
765504.651214011,7546508.22228844
313504.651214014,7572508.22228844
394504.651214013,7446508.22228844
581504.651214012,7525508.22228844
385504.651214013,7490508.22228844
807504.651214011,7611508.22228844
707504.651214012,7455508.22228844
761504.651214011,7731508.22228844
824504.651214011,7447508.22228844
887504.651214011,7601508.22228844
840504.651214011,7427508.22228844
850504.651214011,7668508.22228844
588504.651214012,7542508.22228844
529504.651214013,7535508.22228844
910504.651214011,7634508.22228844
734504.651214012,7657508.22228844
638504.651214012,7666508.22228844
671504.651214012,7691508.22228844
472504.651214013,7565508.22228844
942504.651214011,7622508.22228844
454504.651214013,7616508.22228844
698504.651214012,7423508.22228844
627504.651214012,7569508.22228844
674504.651214012,7571508.22228844
727504.651214012,7724508.22228844
725504.651214012,7655508.22228844
733504.651214012,7597508.22228844
515504.651214013,7516508.22228844
341504.651214013,7524508.22228844
629504.651214012,7656508.22228844
731504.651214012,7569508.22228844
492504.651214013,7533508.22228844
787504.651214011,7714508.22228844
689504.651214012,7728508.22228844
713504.651214012,7638508.22228844
394504.651214013,7578508.22228844
739504.651214012,7650508.22228844
452504.651214013,7580508.22228844
807504.651214011,7756508.22228844
670504.651214012,7501508.22228844
713504.651214012,7671508.22228844
456504.651214013,7493508.22228844
522504.651214013,7564508.22228844
759504.651214011,7397508.22228844
509504.651214013,7605508.22228844
705504.651214012,7596508.22228844
401504.651214013,7507508.22228844
763504.651214011,7560508.22228844
654504.651214012,7668508.22228844
692504.651214012,7732508.22228844
707504.651214012,7461508.22228844
719504.651214012,7630508.22228844
969504.651214011,7461508.22228844
692504.651214012,7519508.22228844
312504.651214014,7499508.22228844
863504.651214011,7550508.22228844
847504.651214011,7488508.22228844
498504.651214013,7692508.22228844
674504.651214012,7730508.22228844
289504.651214014,7490508.22228844
686504.651214012,7736508.22228844
728504.651214012,7448508.22228844
431504.651214013,7601508.22228844
743504.651214012,7570508.22228844
870504.651214011,7654508.22228844
545504.651214012,7505508.22228844
751504.651214011,7481508.22228844
679504.651214012,7616508.22228844
706504.651214012,7451508.22228844
848504.651214011,7465508.22228844
788504.651214011,7753508.22228844
554504.651214012,7466508.22228844
669504.651214012,7590508.22228844
641504.651214012,7710508.22228844
480504.651214013,7534508.22228844
941504.651214011,7539508.22228844
816504.651214011,7576508.22228844
425504.651214013,7566508.22228844
761504.651214011,7457508.22228844
585504.651214012,7652508.22228844
638504.651214012,7517508.22228844
557504.651214012,7553508.22228844
1000504.65121401,7632508.22228844
733504.651214012,7698508.22228844
625504.651214012,7401508.22228844
711504.651214012,7481508.22228844
876504.651214011,7415508.22228844
750504.651214011,7600508.22228844
397504.651214013,7599508.22228844
812504.651214011,7733508.22228844
514504.651214013,7559508.22228844
433504.651214013,7501508.22228844
748504.651214011,7660508.22228844
755504.651214011,7571508.22228844
532504.651214013,7694508.22228844
740504.651214012,7623508.22228844
802504.651214011,7415508.22228844
728504.651214012,7657508.22228844
511504.651214013,7683508.22228844
691504.651214012,7723508.22228844
733504.651214012,7489508.22228844
288504.651214014,7467508.22228844
578504.651214012,7452508.22228844
575504.651214012,7462508.22228844
741504.651214012,7461508.22228844
882504.651214011,7486508.22228844
605504.651214012,7616508.22228844
968504.651214011,7508508.22228844
635504.651214012,7739508.22228844
308504.651214014,7571508.22228844
457504.651214013,7446508.22228844
712504.651214012,7532508.22228844
606504.651214012,7686508.22228844
736504.651214012,7609508.22228844
889504.651214011,7395508.22228844
352504.651214013,7627508.22228844
990504.65121401,7619508.22228844
629504.651214012,7614508.22228844
634504.651214012,7452508.22228844
864504.651214011,7535508.22228844
721504.651214012,7457508.22228844
601504.651214012,7478508.22228844
912504.651214011,7574508.22228844
884504.651214011,7570508.22228844
954504.651214011,7396508.22228844
805504.651214011,7466508.22228844
623504.651214012,7627508.22228844
745504.651214012,7634508.22228844
641504.651214012,7705508.22228844
362504.651214013,7588508.22228844
488504.651214013,7560508.22228844
335504.651214013,7530508.22228844
590504.651214012,7657508.22228844
719504.651214012,7382508.22228844
625504.651214012,7504508.22228844
620504.651214012,7579508.22228844
771504.651214011,7580508.22228844
692504.651214012,7463508.22228844
743504.651214012,7551508.22228844
456504.651214013,7604508.22228844
674504.651214012,7647508.22228844
804504.651214011,7511508.22228844
726504.651214012,7501508.22228844
286504.651214014,7516508.22228844
692504.651214012,7395508.22228844
733504.651214012,7748508.22228844
855504.651214011,7573508.22228844
728504.651214012,7591508.22228844
428504.651214013,7572508.22228844
720504.651214012,7752508.22228844
823504.651214011,7708508.22228844
758504.651214011,7611508.22228844
537504.651214013,7610508.22228844
929504.651214011,7621508.22228844
494504.651214013,7615508.22228844
737504.651214012,7539508.22228844
674504.651214012,7728508.22228844
719504.651214012,7487508.22228844
427504.651214013,7680508.22228844
892504.651214011,7599508.22228844
660504.651214012,7652508.22228844
645504.651214012,7474508.22228844
553504.651214012,7606508.22228844
745504.651214012,7616508.22228844
578504.651214012,7681508.22228844
539504.651214013,7547508.22228844
792504.651214011,7617508.22228844
550504.651214012,7576508.22228844
572504.651214012,7532508.22228844
465504.651214013,7574508.22228844
616504.651214012,7504508.22228844
884504.651214011,7645508.22228844
854504.651214011,7520508.22228844
287504.651214014,7500508.22228844
807504.651214011,7576508.22228844
688504.651214012,7457508.22228844
705504.651214012,7527508.22228844
673504.651214012,7614508.22228844
624504.651214012,7407508.22228844
470504.651214013,7541508.22228844
930504.651214011,7349508.22228844
939504.651214011,7675508.22228844
765504.651214011,7650508.22228844
856504.651214011,7476508.22228844
791504.651214011,7782508.22228844
706504.651214012,7736508.22228844
670504.651214012,7653508.22228844
705504.651214012,7733508.22228844
700504.651214012,7454508.22228844
553504.651214012,7644508.22228844
826504.651214011,7460508.22228844
702504.651214012,7461508.22228844
950504.651214011,7573508.22228844
703504.651214012,7697508.22228844
492504.651214013,7640508.22228844
711504.651214012,7682508.22228844
479504.651214013,7613508.22228844
609504.651214012,7552508.22228844
759504.651214011,7518508.22228844
711504.651214012,7401508.22228844
801504.651214011,7412508.22228844
708504.651214012,7644508.22228844
520504.651214013,7535508.22228844
737504.651214012,7523508.22228844
673504.651214012,7375508.22228844
356504.651214013,7575508.22228844
733504.651214012,7668508.22228844
717504.651214012,7659508.22228844
839504.651214011,7504508.22228844
569504.651214012,7648508.22228844
886504.651214011,7382508.22228844
577504.651214012,7529508.22228844
366504.651214013,7596508.22228844
315504.651214014,7595508.22228844
827504.651214011,7594508.22228844
745504.651214012,7702508.22228844
744504.651214012,7429508.22228844
399504.651214013,7579508.22228844
459504.651214013,7606508.22228844
763504.651214011,7459508.22228844
724504.651214012,7467508.22228844
421504.651214013,7667508.22228844
764504.651214011,7572508.22228844
733504.651214012,7684508.22228844
547504.651214012,7533508.22228844
783504.651214011,7772508.22228844
548504.651214012,7582508.22228844
450504.651214013,7606508.22228844
710504.651214012,7522508.22228844
701504.651214012,7502508.22228844
603504.651214012,7551508.22228844
488504.651214013,7531508.22228844
595504.651214012,7556508.22228844
776504.651214011,7438508.22228844
927504.651214011,7661508.22228844
616504.651214012,7485508.22228844
656504.651214012,7542508.22228844
999504.65121401,7586508.22228844
818504.651214011,7685508.22228844
467504.651214013,7485508.22228844
657504.651214012,7478508.22228844
583504.651214012,7536508.22228844
869504.651214011,7491508.22228844
638504.651214012,7479508.22228844
571504.651214012,7533508.22228844
690504.651214012,7643508.22228844
430504.651214013,7500508.22228844
715504.651214012,7711508.22228844
673504.651214012,7710508.22228844
551504.651214012,7588508.22228844
481504.651214013,7467508.22228844
561504.651214012,7556508.22228844
642504.651214012,7592508.22228844
582504.651214012,7647508.22228844
421504.651214013,7511508.22228844
905504.651214011,7698508.22228844
747504.651214011,7473508.22228844
750504.651214011,7497508.22228844
708504.651214012,7756508.22228844
769504.651214011,7585508.22228844
786504.651214011,7690508.22228844
698504.651214012,7632508.22228844
275504.651214014,7545508.22228844
908504.651214011,7412508.22228844
755504.651214011,7613508.22228844
539504.651214013,7500508.22228844
718504.651214012,7646508.22228844
360504.651214013,7574508.22228844
575504.651214012,7487508.22228844
687504.651214012,7736508.22228844
751504.651214011,7677508.22228844
463504.651214013,7510508.22228844
817504.651214011,7404508.22228844
638504.651214012,7670508.22228844
929504.651214011,7625508.22228844
893504.651214011,7754508.22228844
706504.651214012,7740508.22228844
831504.651214011,7650508.22228844
925504.651214011,7434508.22228844
751504.651214011,7755508.22228844
581504.651214012,7561508.22228844
637504.651214012,7668508.22228844
454504.651214013,7552508.22228844
415504.651214013,7534508.22228844
354504.651214013,7450508.22228844
651504.651214012,7670508.22228844
322504.651214013,7455508.22228844
620504.651214012,7405508.22228844
572504.651214012,7695508.22228844
355504.651214013,7459508.22228844
760504.651214011,7491508.22228844
535504.651214013,7537508.22228844
781504.651214011,7396508.22228844
680504.651214012,7461508.22228844
551504.651214012,7550508.22228844
485504.651214013,7558508.22228844
848504.651214011,7437508.22228844
552504.651214012,7545508.22228844
718504.651214012,7778508.22228844
291504.651214014,7472508.22228844
766504.651214011,7507508.22228844
527504.651214013,7593508.22228844
706504.651214012,7436508.22228844
370504.651214013,7512508.22228844
750504.651214011,7602508.22228844
728504.651214012,7732508.22228844
615504.651214012,7547508.22228844
489504.651214013,7625508.22228844
383504.651214013,7533508.22228844
605504.651214012,7678508.22228844
629504.651214012,7497508.22228844
669504.651214012,7723508.22228844
744504.651214012,7437508.22228844
825504.651214011,7598508.22228844
666504.651214012,7517508.22228844
526504.651214013,7586508.22228844
557504.651214012,7487508.22228844
700504.651214012,7442508.22228844
837504.651214011,7502508.22228844
752504.651214011,7428508.22228844
719504.651214012,7467508.22228844
726504.651214012,7670508.22228844
602504.651214012,7614508.22228844
804504.651214011,7494508.22228844
782504.651214011,7702508.22228844
695504.651214012,7716508.22228844
761504.651214011,7602508.22228844
449504.651214013,7549508.22228844
682504.651214012,7540508.22228844
612504.651214012,7457508.22228844
711504.651214012,7713508.22228844
400504.651214013,7548508.22228844
713504.651214012,7767508.22228844
683504.651214012,7722508.22228844
819504.651214011,7637508.22228844
768504.651214011,7503508.22228844
905504.651214011,7557508.22228844
806504.651214011,7527508.22228844
795504.651214011,7628508.22228844
735504.651214012,7468508.22228844
268504.651214014,7576508.22228844
730504.651214012,7646508.22228844
832504.651214011,7386508.22228844
711504.651214012,7695508.22228844
763504.651214011,7619508.22228844
392504.651214013,7546508.22228844
769504.651214011,7536508.22228844
800504.651214011,7376508.22228844
679504.651214012,7597508.22228844
477504.651214013,7624508.22228844
347504.651214013,7490508.22228844
685504.651214012,7510508.22228844
875504.651214011,7760508.22228844
751504.651214011,7457508.22228844
769504.651214011,7662508.22228844
556504.651214012,7525508.22228844
634504.651214012,7512508.22228844
821504.651214011,7410508.22228844
701504.651214012,7542508.22228844
367504.651214013,7608508.22228844
704504.651214012,7541508.22228844
997504.65121401,7512508.22228844
959504.651214011,7745508.22228844
648504.651214012,7444508.22228844
603504.651214012,7580508.22228844
746504.651214012,7751508.22228844
801504.651214011,7773508.22228844
749504.651214011,7509508.22228844
538504.651214013,7501508.22228844
569504.651214012,7542508.22228844
766504.651214011,7512508.22228844
791504.651214011,7602508.22228844
876504.651214011,7558508.22228844
515504.651214013,7551508.22228844
895504.651214011,7467508.22228844
476504.651214013,7571508.22228844
486504.651214013,7544508.22228844
470504.651214013,7553508.22228844
608504.651214012,7559508.22228844
595504.651214012,7537508.22228844
865504.651214011,7655508.22228844
770504.651214011,7378508.22228844
653504.651214012,7592508.22228844
825504.651214011,7529508.22228844
872504.651214011,7629508.22228844
697504.651214012,7624508.22228844
617504.651214012,7564508.22228844
928504.651214011,7701508.22228844
531504.651214013,7691508.22228844
643504.651214012,7571508.22228844
456504.651214013,7597508.22228844
889504.651214011,7479508.22228844
638504.651214012,7603508.22228844
673504.651214012,7506508.22228844
981504.65121401,7576508.22228844
674504.651214012,7515508.22228844
926504.651214011,7543508.22228844
917504.651214011,7425508.22228844
322504.651214013,7507508.22228844
531504.651214013,7588508.22228844
617504.651214012,7557508.22228844
636504.651214012,7462508.22228844
275504.651214014,7508508.22228844
565504.651214012,7529508.22228844
670504.651214012,7509508.22228844
907504.651214011,7437508.22228844
238504.651214014,7499508.22228844
716504.651214012,7641508.22228844
681504.651214012,7717508.22228844
698504.651214012,7449508.22228844
821504.651214011,7780508.22228844
662504.651214012,7656508.22228844
920504.651214011,7604508.22228844
693504.651214012,7642508.22228844
433504.651214013,7575508.22228844
644504.651214012,7375508.22228844
955504.651214011,7719508.22228844
725504.651214012,7538508.22228844
809504.651214011,7472508.22228844
317504.651214014,7514508.22228844
640504.651214012,7594508.22228844
952504.651214011,7552508.22228844
865504.651214011,7645508.22228844
569504.651214012,7588508.22228844
760504.651214011,7473508.22228844
539504.651214013,7496508.22228844
849504.651214011,7495508.22228844
707504.651214012,7609508.22228844
629504.651214012,7613508.22228844
663504.651214012,7584508.22228844
370504.651214013,7621508.22228844
439504.651214013,7537508.22228844
978504.65121401,7562508.22228844
528504.651214013,7515508.22228844
720504.651214012,7759508.22228844
562504.651214012,7507508.22228844
559504.651214012,7635508.22228844
689504.651214012,7721508.22228844
856504.651214011,7497508.22228844
668504.651214012,7518508.22228844
627504.651214012,7593508.22228844
772504.651214011,7638508.22228844
922504.651214011,7613508.22228844
894504.651214011,7625508.22228844
819504.651214011,7703508.22228844
467504.651214013,7542508.22228844
497504.651214013,7514508.22228844
559504.651214012,7672508.22228844
715504.651214012,7726508.22228844
898504.651214011,7419508.22228844
678504.651214012,7535508.22228844
626504.651214012,7687508.22228844
911504.651214011,7381508.22228844
862504.651214011,7415508.22228844
656504.651214012,7471508.22228844
440504.651214013,7520508.22228844
593504.651214012,7581508.22228844
540504.651214013,7680508.22228844
493504.651214013,7680508.22228844
708504.651214012,7637508.22228844
546504.651214012,7426508.22228844
484504.651214013,7546508.22228844
473504.651214013,7592508.22228844
787504.651214011,7669508.22228844
875504.651214011,7754508.22228844
466504.651214013,7533508.22228844
744504.651214012,7443508.22228844
848504.651214011,7508508.22228844
807504.651214011,7569508.22228844
687504.651214012,7631508.22228844
505504.651214013,7462508.22228844
613504.651214012,7543508.22228844
685504.651214012,7437508.22228844
873504.651214011,7767508.22228844
881504.651214011,7391508.22228844
802504.651214011,7696508.22228844
655504.651214012,7700508.22228844
589504.651214012,7516508.22228844
743504.651214012,7389508.22228844
432504.651214013,7474508.22228844
984504.65121401,7446508.22228844
532504.651214013,7493508.22228844
700504.651214012,7560508.22228844
762504.651214011,7737508.22228844
516504.651214013,7473508.22228844
728504.651214012,7616508.22228844
714504.651214012,7651508.22228844
587504.651214012,7598508.22228844
638504.651214012,7674508.22228844
648504.651214012,7505508.22228844
806504.651214011,7543508.22228844
743504.651214012,7440508.22228844
336504.651214013,7523508.22228844
730504.651214012,7656508.22228844
369504.651214013,7554508.22228844
840504.651214011,7608508.22228844
669504.651214012,7458508.22228844
872504.651214011,7516508.22228844
749504.651214011,7742508.22228844
703504.651214012,7701508.22228844
663504.651214012,7453508.22228844
758504.651214011,7683508.22228844
661504.651214012,7639508.22228844
542504.651214012,7663508.22228844
649504.651214012,7674508.22228844
579504.651214012,7531508.22228844
753504.651214011,7415508.22228844
752504.651214011,7391508.22228844
743504.651214012,7705508.22228844
970504.651214011,7442508.22228844
793504.651214011,7411508.22228844
814504.651214011,7489508.22228844
865504.651214011,7426508.22228844
839504.651214011,7763508.22228844
699504.651214012,7639508.22228844
658504.651214012,7717508.22228844
591504.651214012,7496508.22228844
763504.651214011,7508508.22228844
751504.651214011,7429508.22228844
590504.651214012,7473508.22228844
409504.651214013,7608508.22228844
335504.651214013,7508508.22228844
743504.651214012,7709508.22228844
706504.651214012,7662508.22228844
312504.651214014,7513508.22228844
695504.651214012,7483508.22228844
563504.651214012,7537508.22228844
756504.651214011,7659508.22228844
548504.651214012,7446508.22228844
834504.651214011,7414508.22228844
836504.651214011,7418508.22228844
802504.651214011,7581508.22228844
421504.651214013,7504508.22228844
660504.651214012,7495508.22228844
729504.651214012,7602508.22228844
829504.651214011,7356508.22228844
386504.651214013,7583508.22228844
812504.651214011,7783508.22228844
815504.651214011,7542508.22228844
732504.651214012,7787508.22228844
887504.651214011,7513508.22228844
420504.651214013,7620508.22228844
712504.651214012,7663508.22228844
730504.651214012,7608508.22228844
459504.651214013,7674508.22228844
410504.651214013,7530508.22228844
780504.651214011,7715508.22228844
604504.651214012,7443508.22228844
746504.651214012,7437508.22228844
524504.651214013,7423508.22228844
653504.651214012,7435508.22228844
604504.651214012,7466508.22228844
968504.651214011,7565508.22228844
308504.651214014,7464508.22228844
670504.651214012,7754508.22228844
864504.651214011,7648508.22228844
696504.651214012,7739508.22228844
558504.651214012,7545508.22228844
582504.651214012,7635508.22228844
615504.651214012,7538508.22228844
659504.651214012,7606508.22228844
717504.651214012,7520508.22228844
740504.651214012,7633508.22228844
768504.651214011,7606508.22228844
641504.651214012,7642508.22228844
735504.651214012,7508508.22228844
820504.651214011,7627508.22228844
638504.651214012,7513508.22228844
411504.651214013,7601508.22228844
781504.651214011,7509508.22228844
580504.651214012,7577508.22228844
791504.651214011,7783508.22228844
784504.651214011,7462508.22228844
886504.651214011,7579508.22228844
517504.651214013,7572508.22228844
681504.651214012,7608508.22228844
602504.651214012,7696508.22228844
668504.651214012,7745508.22228844
417504.651214013,7561508.22228844
678504.651214012,7505508.22228844
995504.65121401,7611508.22228844
696504.651214012,7493508.22228844
931504.651214011,7723508.22228844
295504.651214014,7568508.22228844
657504.651214012,7689508.22228844
770504.651214011,7480508.22228844
875504.651214011,7437508.22228844
584504.651214012,7538508.22228844
707504.651214012,7743508.22228844
396504.651214013,7567508.22228844
470504.651214013,7528508.22228844
518504.651214013,7556508.22228844
509504.651214013,7563508.22228844
622504.651214012,7696508.22228844
333504.651214013,7484508.22228844
531504.651214013,7577508.22228844
471504.651214013,7628508.22228844
647504.651214012,7473508.22228844
429504.651214013,7680508.22228844
844504.651214011,7555508.22228844
715504.651214012,7480508.22228844
755504.651214011,7599508.22228844
270504.651214014,7515508.22228844
891504.651214011,7491508.22228844
713504.651214012,7578508.22228844
451504.651214013,7623508.22228844
709504.651214012,7654508.22228844
784504.651214011,7611508.22228844
613504.651214012,7501508.22228844
838504.651214011,7654508.22228844
675504.651214012,7700508.22228844
635504.651214012,7665508.22228844
633504.651214012,7509508.22228844
713504.651214012,7605508.22228844
817504.651214011,7511508.22228844
801504.651214011,7666508.22228844
690504.651214012,7715508.22228844
735504.651214012,7438508.22228844
446504.651214013,7575508.22228844
743504.651214012,7694508.22228844
384504.651214013,7501508.22228844
248504.651214014,7495508.22228844
602504.651214012,7691508.22228844
807504.651214011,7658508.22228844
471504.651214013,7527508.22228844
